EIN	Name
341535759	TOTAL HEALTH CARE PLAN INC
341536257	NORTH COAST HEALTH
341546464	WOOD COUNTY HOSPITAL FOUNDATION
341550265	JEFFERSON BEHAVIORAL HEALTH SYSTEM
341556594	CLEVELAND STATE UNIVERSITY CHAPTER OF AAUP
341560247	OLMSTED HEALTH AND SERVICES CORP
341571749	HARRISON COMMUNITY HOSPITAL FOUNDATION
341585394	EARLY CHILDHOOD OPTIONS OF UNIVERSITY CIRCLE INC
341596175	SHARE FOUNDATION OF COMMUNITY HOSPITALS OF WILLIAMS COUNTY INC
341607734	MENTAL HEALTH SERVICES FOR HOMELESS PERSONS INC
341609341	OHIO NORTH EAST HEALTH SYSTEMS INC
341623769	JTD HOSPITAL FOUNDATION
341626664	PARMA HOSPITAL HEALTH CARE FOUNDATION
341631553	MEDICAL EDUCATIONAL AND DEVELOPMENT FOUNDATION
341650500	TERRA COLLEGE FOUNDATION
341652755	SOUTHWEST GENERAL MEDICAL GROUP INC
341658407	COLLEGE PROPERTIES OF OBERLIN INC
341663333	MEDICAL STAFF OF ST JOHN WESTSHORE HOSPITAL
341676973	HIRAM COLLEGE PROPERTY MANAGEMENT INC
341680201	APPLESEED COMMUNITY MENTAL HEALTH CENTER INC
341682108	EAST LIVERPOOL CITY HOSPITAL AUXILI
341689044	CHILDRENS MENTAL HEALTH CIRCLE OF FRIENDS FOUNDATION
341690450	OHIO ASSOCIATION FOR COLLEGE ADMISSION COUNSELING
341694322	HEALTH FRONTIERS
341694632	LIMA MEMORIAL HEALTH SYSTEMS AUXILIARY
341695897	UNIVERSITY OF NORTHWESTERN OHIO
341706698	BRIDGES MENTAL HEALTH CONSUMER EMPOWERMENT
341708901	LIFECARE FAMILY HEALTH AND DENTAL CENTER INC
341710663	CLEVELAND VA MEDICAL RESEARCH AND EDUCATION FOUNDATION
341722394	REGINA HEALTH CENTER
341726619	MERCY COLLEGE OF OHIO
341735884	AXESSPOINTE COMMUNITY HEALTH CENTER INC
341740695	CENTRAL AMERICAN MEDICAL OUTREACH INC
341745374	BELLEVUE HOSPITAL FOUNDATION THE
341751703	SIGNATURE HEALTH INC
341752501	UNIVERSITY OF TOLEDO CHAPTER OF THE AMERICAN ASSOCIATION OF UNIV PROFES
341758151	HEALTHCARE 2000 COMMUNITY CLINIC I
341764309	ALLIANCE FOR HEALTHY YOUTH
341777878	MT SINAI HEALTH CARE FOUNDATION
341778204	PRIMEHEALTH INC
341783215	SAMARITAN HOSPITAL FOUNDATION
341784017	COMMUNITY HEALTH ASSOCIATES INC
341785051	WOOSTER COMMUNITY HOSPITAL FOUNDATION
341809863	UNIVERSITY OF TOLEDO STUDENT LEGAL SERVICES INC
341814651	SHELBY MEMORIAL HOSPITAL FOUNDATION
341816401	VISITING NURSE ASSOCIATION HEALTHCARE PARTNERS OF OHIO
341817078	WEST CENTRAL OHIO REGIONAL HEALTHCARE ALLIANCE
341817218	OHIO PHYSICIANS HEALTH PROGRAM
341818681	TRINITY HEALTH SYSTEM
341831624	VISITING NURSE HOSPICE AND HEALTH CARE
341840231	ST ELIZABETH HEALTH CENTER SCHOOL FOR NURSE ANESTHETISTS INC
341884022	COMMUNITY HEALTH ACCESS PROJECT
341887844	SUMMA HEALTH
341899990	GLDC-ILA HEALTH AND WELFARE FUND
341919852	HENRY COUNTY HOSPITAL FOUNDATION INC
341934402	UNIVERSITY PARK DEVELOPMENT CORPORATION CO J FALATOK - HOME SAVINGS BANK
341937267	NEW VISION MEDICAL LABORATORIES INC
341939688	CRAWFORD COLLEGE CONNECTION
341957399	MEDF PHYSICIANS CORPORATION
341957404	LORAIN COUNTY HEALTH AND DENTISTRY
341964742	CHRISTIAN HEALTHCARE MINISTRIES INC
341965157	MAHONING VALLEY COLLEGE ACCESS PROGRAM INC
341968676	TRINITY HOSPITAL TWIN CITY FOUNDATION INC
341972605	BELMONT COLLEGE FOUNDATION INC
341977316	FAMILY HEALTH CARE OF NORTHWEST OHIO
341978504	WESTEN COVENANT UNIVERSITY
341994997	EDUCATION AND HEALTH USA INTL INC
342040624	GREATER ALABAMA HEALTH NETWORK
342064656	MANHATTAN AREA TECHNICAL COLLEGE FOUNDATION
344427516	TIFFIN UNIVERSITY
344428206	BLANCHARD VALLEY HEALTH SYSTEM
344428207	BLUFFTON UNIVERSITY
344428219	HEIDELBERG UNIVERSITY
344429091	OHIO NORTHERN UNIVERSITY OFFICE OF THE CONTROLLER
344430762	DEFIANCE COLLEGE
344431169	UNIVERSITY OF FINDLAY
344442536	UNION CONSTRUCTION WORKERS HEALTH PLAN
344443218	NORTHWESTERN OHIO PLUMBERS AND PIPEFITTERS ACTIVE HEALTH AND WELFARE PLAN AND TRUST
345519719	CLEVELAND STATE UNIVERSITY ALUMNI ASSOCIATION
346007199	BOWLING GREEN STATE UNIVERSITY FOUNDATION INC
346504903	MAINTENANCE EMPLOYEES 416 HEALTH AND WELFARE FUND
346513026	UNIVERSITY SCHOOL ALUMNI ASSOCIATION
346524887	MERCY MEMORIAL HOSPITAL ASSOCIATION
346529234	INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 38 HEALTH AND WELFARE FUND
346536684	LORAIN COUNTY MEDICAL SCHOLARSHIP FOUNDATION
346540935	KENT STATE UNIVERSITY ALUMNI ASSOCIATION
346544675	MARY RUTAN HEALTH ASSOCIATION
346545105	HEALTH AND WELFARE FUND OF THE LOCAL UNION 396
346555110	UNIVERSITY OF TOLEDO FOUNDATION
346555849	LIMA AREA HEALTH AND WELFARE FUND
346556011	UNIVERSITY OF TOLEDO ALUMNI ASSOCIATION
346557290	FOUR COMMUNITY HILLEL HOUSE DBA HILLEL AT KENT STATE UNIVERSITY
346564615	TEAMSTERS LOCAL 348 HEALTH AND WELFARE FUND
346573231	MAHONING COUNTY MEDICAL SOCIETY FOUNDATION
346573631	RAVENWOOD MENTAL HEALTH CENTER INC
346575496	UNIVERSITY OF AKRON FOUNDATION
346576610	YOUNGSTOWN STATE UNIVERSITY FOUNDATION
346580096	COLLEGE NOW GREATER CLEVELAND INC
346594978	PLUMBERS AND PIPEFITTERS LOCAL 94 HEALTH AND WELFARE PLAN
346598327	LOCAL 310 HEALTH AND WELFARE FUND
346607695	METROHEALTH FOUNDATION INC
346608616	IBEW LOCAL 129 HEALTH AND WELFARE FUND
346610801	CHILDRENS HOSPITAL EMPLOYEES FOUNDATION
346619511	OHIO AMBULANCE AND MEDICAL TRANSPORTATION ASSOCIATION
346746427	SHEET METAL WORKERS LOCAL 33 CLEVELAND DIST-HEALTH BENEFITS FUND
346817365	ASSOCIATES HEALTH TRUST
347133842	TEAMSTERS UNION LOCAL 92 HEALTH AND WELFARE FUND
350411650	INDIANA STATE MEDICAL ASSOCIATION
350715530	TRINE UNIVERSITY
350791210	INDIANAPOLIS MEDICAL SOCIETY
350849996	FORT WAYNE MEDICAL SOCIETY INC
350867954	ANDERSON UNIVERSITY INC
350867977	BUTLER UNIVERSITY
350868073	EARLHAM COLLEGE
350868074	UNIVERSITY OF EVANSVILLE
350868086	FRANKLIN COLLEGE OF INDIANA
350868096	HANOVER COLLEGE
350868101	HUNTINGTON UNIVERSITY
350868107	UNIVERSITY OF INDIANAPOLIS
350868125	LUTHERAN UNIVERSITY ASSOCIATION INC
350868127	MANCHESTER UNIVERSITY INC
350868152	SAINT JOSEPHS COLLEGE
350868158	CORPORATION OF SAINT MARYS COLLEGE NOTRE DAME
350868175	MARIAN UNIVERSITY
350868178	SOUTH BEND MEDICAL FOUNDATION INC
350868181	TAYLOR UNIVERSITY
350868188	UNIVERSITY OF NOTRE DAME DU LAC
350868202	WABASH COLLEGE
350869032	CHILDRENS DISPENSARY AND HOSPITAL ASSOC
350869045	DEPAUW UNIVERSITY
350869056	SOCIAL HEALTH ASSOCIATION OF INDIANA INC
350869063	OAKLAND CITY UNIVERSITY
350875510	SIGMA PI CHAPTER HOUSE OF PURDUE UNIVERSITY INC
350876390	METHODIST HEALTH GROUP INC
350885591	INDIANA WESLEYAN UNIVERSITY
350886846	UNIVERSITY OF SAINT FRANCIS OF FORT WAYNE INDIANA INC
350896905	MENTAL HEALTH ASSOCIATION IN INDIANA INC
350911491	LAKE COUNTY INDIANA NECA-IBEW HEALTH AND BENEFIT PLAN
350917610	MID CENTRAL OPERATING ENGINEERS HEALTH AND WELFARE FUND
350918199	TEAMSTERS UNION NO 142 HEALTH AND WELFARE TRUST FUND
350935587	BETHEL COLLEGE INC
350938148	ELKHART GENERAL HOSPITAL AUXILIARY
350953467	COMMUNITY HOME HEALTH SERVICES INC
350981111	ST MARYS MEDICAL CENTER AUXILIARY
350987917	INDIANA UNIVERSITY CREDIT UNION
350988724	VALLEY OAKS HEALTH INC
350988753	INDIANA HOSPITAL ASSOCIATION INC
351014213	MENTAL HEALTH AMERICA OF LAKE COUNTY INC
351043944	AMERICAN ANIMAL HOSPITAL ASSOCIATION
351044487	ASSOCIATION OF STATE AND TERRITORIAL HEALTH OFFICIALS
351058129	AMERICAN MEDICAL WRITERS ASSOCIATION
351063466	PIPE TRADES INDUSTRY HEALTH AND WELFARE PLAN
351065063	SAINT MARY-OF-THE-WOODS COLLEGE
351074113	INDIANA TEAMSTERS HEALTH BENEFITS PLAN
351078402	MENTAL HEALTH AMERICA OF BOONE COUNTY
351087173	CALUMET COLLEGE OF ST JOSEPH
351094734	INDIANAPOLIS OSTEOPATHIC HOSPITAL INC
351115489	WEST COLLEGE CORNER VOLUNTEER FIRE
351118647	UNITED HEALTH SERVICES OF ST JOSEPH COUNTY INC
351125434	IUHLP LIQUIDATION INC
351134672	MILNER COMMUNITY HEALTH CARE INC
351148835	HOLY CROSS COLLEGE INC
351160722	SOUTHWESTERN BEHAVIORAL HEALTHCARE INC
351168040	LAPORTE COUNTY COMPREHENSIVE MENTAL HEALTH COUNCIL INC
351172181	ST ANTHONY MEDICAL CENTER INC
351183155	UNIVERSITY MEDICAL DIAGNOSTIC ASSOCIATES
351186994	HAROLD W MCMILLEN CENTER FOR HEALTH EDUCATION INC
351188922	EARLY CHILDHOOD DEVELOPMENT CENTER UNIVERSITY OF NOTRE DAME
351270418	JOHNSON NICHOLS HEALTH CLINIC INC
351272766	DEARBORN COUNTY HOSPITAL FOUNDATION
351288674	SAMARITAN HEALTH AND LIVING CENTER INC
351291588	MEDICAL EDUCATION FOUNDATION INC
351302836	MERIDIAN HEALTH SERVICES CORP
351328806	CUMMINS BEHAVIORAL HEALTH SYSTEMS INC
351358522	HYLES-ANDERSON COLLEGE INC
351359445	MEMORIAL HOSPITAL FOUNDATION INC
351362298	FOUR COUNTY COMPREHENSIVE MENTAL HEALTH CENTER INC
351373319	INDIANA FAMILY HEALTH COUNCIL INC
351375696	SOUTHLAKE COMMUNITY MENTAL HEALTH CENTER
351378456	RIVERVIEW HOSPITAL FOUNDATION INC DBA RIVERVIEW HEALTH FOUNDATION
351392974	HEALTHCARE INITIATIVES INC
351394342	COLLEGE MEDIA ADVISERS INC
351404387	HEALTH SERVICES CORPORATION OF SOUTHEASTERN INDIANA
351425971	COLUMBUS REGIONAL HOSPITAL AUXILIARY INC
351432587	ADAMS COUNTY MEMORIAL HOSPITAL AND DEVELOPMENT FOUNDATION
351443105	INDIANA COUNCIL OF COMMUNITY MENTAL HEALTH CENTERS INC
351443425	TRINITY HEALTH CORPORATION
351444018	INDIANA LIFE AND HEALTH INS GUARANTY ASSOC
351447417	GRACE VILLAGE HEALTHCARE FACILITY INC
351449851	INDIANA CHAPTER OF AMERICAN COLLEGE OF EMERGENCY PHYSICIANS
351464192	INDIANA UNIVERSITY RADIOLOGY ASSOCIATES INC
351498722	COOK GROUP HEALTH PLAN TRUST
351500522	IATSE LOCAL 30 HEALTH AND WELFARE FUND
351515420	EMERGENCY MEDICAL SERVICES FND INC
351531734	ST VINCENT FRANKFORT HOSPITAL FOUNDATION INC
351532889	DEACONESS HEALTH SYSTEM INC
351534713	ADULT AND CHILD MENTAL HEALTH CENTER INC
351536129	BEACON HEALTH FOUNDATION INC
351536132	BEACON MEDICAL GROUP INC
351540966	INDIANA UNIVERSITY PSYCHIATRIC ASSOCIATES INC
351543591	HANCOCK REGIONAL HOSPITAL FOUNDATION
351562259	UNIVERSITY OBSTETRICIANS-GYNECOLOGISTS INC
351568821	SAINT JOSEPH REGIONAL MEDICAL CENTER INC
351568853	HENDRICKS REGIONAL HEALTH FOUNDATION INC
351570504	DAVIESS COMMUNITY HOSPITAL FOUNDATION INC
351579827	HEALTHNET INC
351588088	ALBANY EMERGENCY MEDICAL SERVICE INC
351631001	MEMORIAL HOSPITAL FOUNDATION OF CASS COUNTY INC
351635296	JOHNSON COUNTY HEALTH FOUNDATION
351637684	GOOD SAMARITAN HOSPITAL FOUNDATION INC
351638874	WISCONSIN SHEET METAL WORKERS HEALTH AND BENEFIT FUND
351642823	UNION HOSPITAL FOUNDATION INC
351654543	FOUNDATION OF SAINT JOSEPH REGIONAL MEDICAL CENTER INC
351693695	ESKENAZI MEDICAL GROUP INC
351720795	BLOOMINGTON HEALTH FOUNDATION INC
351722087	CAMERON HOSPITAL FOUNDATION INC
351723133	UNIVERSITY CLINICAL NEUROLOGISTS INC
351725377	INDIANA UNIVERSITY EYE CARE INC
351747218	INDIANA UNIVERSITY HEALTH CARE ASSOCIATES INC
351749398	MAPLE CITY HEALTH CARE CENTER INC
351777462	HEALTH DEVELOPMENT CORPORATION
351781809	INDIANA INSTITUTE FOR MEDICAL RESEARCH INC
351791786	ECHO COMMUNITY HEALTH CARE INC
351800344	AMERICAN COLLEGE OF SPORTS MEDICINE INC GROUP RETURN
351800827	INDIANA DENTAL ASSOCIATION FOUNDATION FOR DENTAL HEALTH INC
351816510	ASSOCIATION OF COLLEGE UNIONS INTERNATIONAL INC
351826036	RECOVERY HEALTH SERVICES INC
351832786	ACCREDITING BUREAU HEALTH EDUCATION SCHOOLS
351842342	FAMILY HEALTH CENTER OF CLARK COUNTY INC
351842438	GEORGE ADE MEMORIAL HEALTH CARE CENTER INC
351843144	TRINITY SCHOOL OF NATURAL HEALTH
351843266	ALLIANCE FOR HEALTH PROMOTION INC
351844176	METHODIST OCCUPATIONAL HEALTH CENTERS INC
351866226	COMMUNITY HEALTH INTERVENTION AND EDUCATION FOUNDATION INC
351874774	HOSPITAL FOUNDATION OF DECATUR COUN
351875364	HEART CITY HEALTH CENTER INC
351882919	OPEN DOOR HEALTH CLINIC INC
351883904	NORTHERN INDIANA PUBLIC SERVICE COMPANY HEALTH AND MEDICAL BEN TR
351899607	PLUMBERS AND STEAMFITTERS LOCAL 440 HEALTH AND WELFARE PLAN
351905251	ST CLAIR DARDEN HEALTH SYSTEM
351909266	HOME HEALTH SECTION OF THE AMERICAN PHYSICAL THERAPY ASSOCIATION INC
351909912	INDIANAPOLIS INTERFAITH HOSPITALITY NETWORK INC
351910772	HEALTH CARE EDUCATION AND TRAINING INC
351912889	UNIVERSITY RADIATION ONCOLOGY ASSOCIATES
351921445	PARKVIEW WABASH HOSPITAL FOUNDATION INC
351922483	NEIGHBORHOOD HEALTH CLINICS INC
351924970	INDIANA UNIVERSITY MEDICAL GENETICS SERVICES INC
351925641	INDIANA UNIVERSITY HEALTH BALL MEMORIAL PHYSICIANS INC
351930565	HISTORIC ELEUTHERIAN COLLEGE INC
351940633	INDIANA ASSOCIATION OF HEALTH PLANS INC
351945677	UNIVERSITY PHYSIATRIC ASSOCIATES INC
351948768	RAPHAEL HEALTH CENTER INC
351955274	INDIANA HEALTH INDUSTRY FORUMINC
351955283	FRANCISCAN HEALTH FOUNDATION INC
351956521	WONDERLAB MUSEUM OF SCIENCE HEALTH AND TECHNOLOGY INC
351965865	RIGGS COMMUNITY HEALTH CENTER INC
351974765	GOSHEN HEALTH SYSTEM INC
351975367	TAYLOR UNIVERSITY BROADCASTING INC
351987854	INDIANA CHAPTER OF THE AMERICAN COLLEGE OF CARDIOLOGY
351990726	INDIANA UNIVERSITY RESEARCH AND TECHNOLOGY CORPORATION
351997686	HEALTHY EAST CHICAGO INC
352001054	WINDROSE HEALTH NETWORK INC
352002052	COLLEGE MENTORS FOR KIDS INC
352006497	INDIANA ANIMAL HEALTH FOUNDATION INC
352012757	TIMMY GLOBAL HEALTH INC
352018494	OPEN DOOR HEALTH SERVICES INC
352022402	HEALTH INSTITUTE OF INDIANA INC
352026704	INDIANA RURAL HEALTH ASSOCIATION
352028588	NORTHSHORE HEALTH CENTERS INC
352030543	PLUMBERS AND STEAMFITTERS LOCAL 166 HEALTH AND WELFARE BENEFIT PLAN
352034546	UNIVERSITY HIGH SCHOOL OF INDIANA INC
352044427	EATON EMERGENCY MEDICAL TECHNICIANS INC
352048141	COMMUNITY HEALTHNET INC
352052591	ST VINCENT HEALTH INC
352053194	RISING SUN MEDICAL CENTER INC
352053693	ST VINCENT ANDERSON REGIONAL HOSPITAL FOUNDATION INC
352055749	TULIP TREE HEALTH SERVICES OF GIBSON COU
352058981	UNIVERSITY PLACE INC
352063299	UNIVERSITY DERMATOLOGY INC
352064353	PARKVIEW OCCUPATIONAL HEALTH CENTERS INC
352064919	HEALTHVISIONS MIDWEST INC
352089183	COMMUNITY HOSPITAL OF NOBLE COUNTY FOUNDATION INC
352089785	INTERFAITH HOSPITALITY NETWORK OF GREATER FORT WAYNE INC
352099320	ST VINCENT FRANKFORT HOSPITAL INC
352110795	WELLS COMMUNITY HEALTH SERVICES FOUNDATION INC
352118417	CENTER FOR OCCUPATIONAL HEALTH INC
352127919	MIDWESTERN MEDICAL DIRECTORS ASSOCIATION INC
352133006	ST VINCENT RANDOLPH HOSPITAL FOUNDATION INC
352134195	AFRICAN AMERICAN HEALTH CARE ALLIANCE
352138723	UNIVERSITY PEDIATRIC DENTISTRY ASSOCIATES INC
352139245	JAY COUNTY HOSPITAL AUXILIARY INC
352147791	HEALTHLINC INC
352158366	GOSHEN COLLEGE INC
352163112	SOUTHWEST UTAH COMMUNITY HEALTH CENTER
352174239	EASTERN AREA HEALTH EDUCATION
352181050	RONALD MCDONALD HOUSE AT THE MARIA FARERI CHILDRENS HOSPITAL INC
352189280	CUNY GRADUATE SCHOOL AUXILIARY ENTERPRISE CORPORATION
352191462	SOL AUREUS COLLEGE PREPARATORY
352198318	PIONEER EDUCATORS HEALTH TRUST
352199553	NATIONAL ASSOCIATION OF SPECIALTY HEALTH ORGANIZATIONS
352225477	AMERICAN COLLEGE HEALTH CARE EXECUTIVES DBA ACHE OF NORTH TEXAS
352230515	MIDWEST HEALTH FOUNDATION
352236944	EMPOWERED PERSONAL CARE HOME HEALTH ALLIANCE INC
352238542	SUPERIOR HEALTH SUPPORT SYSTEMSINC
352249021	UNIVERSITY OF MARYLAND OTORHINO- LARYNGOLOGY-HEAD AND NECK SURGERY PA
352258534	ONONDAGA COMMUNITY COLLEGE ASSOCIATION INC
352269965	SILETZ VALLEY EARLY COLLEGE ACADEMY
352289841	WESTERN MD HEALTH SYS FOUNDATION INC
352296346	CRIDER HEALTH CENTER FOUNDATION INC
352297925	LAKES COMMUNITY HEALTH CENTER INC
352298919	CHARIS HEALTH CENTER
352310573	GEORGIA HEALTH SCIENCES FOUNDATION INC
352321534	LUTHERAN SENIOR HEALTHCARE INC
352323382	SOCIETY OF UTAH MEDICAL ONCOLOGISTS
352332179	RIVERSTONE HEALTH FOUNDATION
352340440	KEWEENAW HEALTH FOUNDATION
352344965	COLLEGE PREP ELEMENTARY
352358696	NATIONAL UNIVERSITY ACADEMY
352367360	MERCY HOSPITAL OF DEVILS LAKE FOUNDATION
352372175	TAHOE INSTITUTE FOR RURAL HEALTH RESEARCH
352376337	INTERNATIONAL INITIATIVE FOR MENTAL HEALTH LEADERSHIP INC
352380180	NORTHEAST MEDICAL GROUP PLLC
352387526	HUDSON INFORMATION TECHNOLOGY FOR COMMUNITY HEALTH INC
352417778	ORANGEBURG CONSOLIDATED SCHOOL DISTICT 5 HIGH SCHOOL FOR HEALTH PROFESSIONS
352419176	TOVA COMMUNITY HEALTH INC
352427022	UNIVERSITY OF FLORIDA DEVELOPMENT CORPORATION
352431684	FRIENDS OF THE UNIVERSITY OF LATVIA
352432876	DIVERSITY IN HEALTH TRAINING INSTITUTE
352443853	CUMBERLAND HEALTHNET INC
352445761	INSTITUTE FOR POPULATION HEALTH INC
352457813	HEALTH AGENTS FOR AMERICA INC
352464455	DEVELOPING AFRICAN WOMENS ADVANCMENT IN HEALTH INCDAWAH
352494136	UPSTATE GOLF HOSPITALITY INC
352509780	OREGON SOCIETY FOR HEALTHCARE ENGINEERING
352526476	NE BEHAVIORAL HEALTH INC
352548455	LONGBOAT KEY CENTER FOR HEALTHY LIVING INC
352631980	COMMUNITY HEALTH CARE CENTER INC
352640151	MONARCH HEALTH SERVICES INC
356014822	RINK FOUNDATION INC CO UNIVERSITY OF NOTRE DAME
356018940	INDIANA UNIVERSITY FOUNDATION INC
356023013	ST MARGARETS HOSPITAL GUILD INC
356023714	COLUMBUS REGIONAL HOSPITAL FOUNDATION INC
356024566	BALL STATE UNIVERSITY FOUNDATION INC
356032077	TRUSTEES OF PURDUE UNIVERSITY
356032108	INDIANA VETERINARY MEDICAL ASSOCIATION
356034831	INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS 1392 HEALTH AND WELFARE FUND
356041379	CHRISTIAN SCIENCE ORGANIZATION AT PURDUE UNIVERSITY
356041676	BLOOMINGTON HOSPITAL AUXILIARY
356041986	MUNCIE CIVIC AND COLLEGE SYMPHONY ASSOCIATION INC
356042701	TRUSTEES OF PURDUE UNIVERSITY
356042904	SIGMA CHI OF WABASH COLLEGE INC
356043086	INDIANA UNIVERSITY HEALTH FOUNDATION INC
356043498	INDIANA PODIATRIC MEDICAL ASSOCIATION
356043509	INDIANA HEALTH CARE ASSOCIATION
356045550	INDIANA STATE UNIVERSITY FOUNDATION INC
356047817	DEKALB HEALTH FOUNDATION INC CO HORIZON BANK
356049685	FORT WAYNE MEDICAL SOCIETY FOUNDATION INC
356056400	MIDWEST ASSOCIATION OF COLLEGES AND EMPLOYERS
356059998	DEPAUW UNIVERSITY ALPHA CHI OMEGA
356060037	OAKLAWN FOUNDATION FOR MENTAL HEALTH INC
356061407	VICTORIA GUILD AT ST VINCENTS ANDERSON REGIONAL HOSPITAL INC
356065088	ST MARY MEDICAL CENTER AUXILIARY
356065606	AUXILIARY OF COMMUNITY HOSPITAL DBA VOLUNTEER SERVICES
356067664	HUNTINGTON COUNTY MEDICAL MEMORIAL FOUNDATION
356071917	ANCILLA DOMINI COLLEGE
356073275	INDIANA STATE COUNCIL OF PLASTERERS AND CEMENT MASONS HEALTH AND WEL FUND
356073323	MICHIANA AREA ELECTRICAL WORKERS HEALTH AND WELFARE FUND
356079797	INDIANA UNIVERSITY HEALTH ARNETT FOUNDATION INC
356088862	ST VINCENT HOSPITAL FOUNDATION INC
356112355	REID HEALTH AUXILIARY
356202674	COMMUNITY HOSPITAL AUXILIARY OF MUNSTER INDIANA
356202739	GRANT-BLACKFORD MENTAL HEALTH INC
356277430	INTL UNION OF PAINTERS AND ALLIED TRADES 47 HEALTH AND WELFARE FUND
356318270	TOWNSEND TREE SERVICE COMPANY INC EMPLOYEE HEALTHCARE PLAN
356476478	ELI LILLY AND CO MASTER TRUST FOR POST-RETIREMENT MEDICAL BENEFITS
357195432	G A WINTZER AND SON COMPANY HEALTH AND WELFARE BENEFITS PLAN TRUST
360540525	MEDICAL LIBRARY ASSOCIATION INC
360724325	FOUNDATION OF THE AMERICAN COLLEGE OF HEALTHCARE EXECUTIVES
360726140	AMERICAN HOSPITAL ASSOCIATION INC
360727175	AMERICAN MEDICAL ASSOCIATION
360730540	HEALTH INDUSTRY DISTRIBUTORS ASSOCIATION
360731170	AMERICAN VETERINARY MEDICAL ASSOCIATION
361222178	UNITED HEALTH PROPERTIES INC
361264190	NECA IBEW 176 HEALTH AND WELFARE FUND
361408475	LOYOLA UNIVERSITY OF CHICAGO
361521940	NATIONAL UNIVERSITY OF HEALTH SCIENCES
361557840	NORTH PARK UNIVERSITY
361901460	UNIVERSITY CLUB OF ROCKFORD
361901470	UNIVERSITY CLUB OF CHICAGO
362002758	AMERICAN MEDICAL ASSOCIATION ALLIANCE INC
362064654	ILLINOIS STATE VETERINARY MEDICAL ASSOCIATION
362087641	AMERICAS HEALTH INSURANCE PLANS INC
362118323	COLLEGE OF AMERICAN PATHOLOGISTS
362123438	CHICAGO NATIONAL COLLEGE OF NAPRAPATHY DBA NATL COLLEGE OF NAPRAPATHIC MEDICIN
362125291	CHICAGO GRAPHIC ARTS HEALTH AND WELFARE FUND
362139906	UNITED FOOD AND COMMERCIAL WORKERS UNION LOCAL 1546 HEALTH AND WELFARE
362144394	NATIONAL ASSOCIATION OF HEALTH UNDERWRITERS
362151212	HEALTH AND WELFARE DEPT OF THE CONSTR AND GEN LBRS DIST CNCL OF CH AND VICIN
362153764	INTERNATIONAL BROTHERHOOD OF TEAMSTERS 710 HEALTH AND WELFARE FUND
362154936	CENTRAL STATES SE AND SW AREAS HEALTH AND WELFARE F
362166964	AURORA UNIVERSITY
362167008	MCHC CHICAGO HOSPITAL COUNCIL
362167012	CHAPIN HALL CENTER FOR CHILDREN CHAPIN HALL AT THE UNIVERSITY OF CHICAGO
362167048	DEPAUL UNIVERSITY
362167770	LAKE FOREST COLLEGE
362167773	LEWIS UNIVERSITY
362167779	ADVOCATE HEALTH CARE NETWORK
362167804	NATIONAL LOUIS UNIVERSITY
362167817	NORTHWESTERN UNIVERSITY
362167818	NORTHWESTERN UNIVERSITY SETTLEMENT ASSOCIATION
362167842	ROCKFORD UNIVERSITY
362167854	ROOSEVELT UNIVERSITY
362167855	DOMINICAN UNIVERSITY
362167897	ST PAULS HOUSE AND HEALTH CARE CENTER
362167921	SHIMER COLLEGE
362169124	ASSOCIATION OF AMERICAN MEDICAL COLLEGES
362169145	ELMHURST COLLEGE
362169157	NORTH CENTRAL COLLEGE
362169181	ST MARYS HOSPITAL STREATOR HOSPITAL SISTERS OF THE 3RD ORDER OF ST FRANCIS
362170142	KENDALL COLLEGE TRUST
362170783	AMERICAN COLLEGE OF CHEST PHYSICIANS
362170869	PILLARS COMMUNITY HEALTH
362170999	UNIVERSITY OF ST FRANCIS
362171684	CHICAGO MEDICAL SOCIETY FOUNDATION
362177133	SAINT XAVIER UNIVERSITY
362177139	UNIVERSITY OF CHICAGO
362181841	AMERICAN HEALTH INFORMATION MANAGEMENT ASSOCIATION
362181973	ROSALIND FRANKLIN UNIVERSITY OF MEDICINE AND SCIENCE
362182052	INTERNATIONAL COLLEGE OF SURGEONS UNITED STATES SECTION
362182095	VNA HEALTH CARE
362182170	RESURRECTION UNIVERSITY
362182171	WHEATON COLLEGE
362187389	CHICAGO AREA IB OF T HEALTH AND WELFARE TRUST FUND
362191242	CONCORDIA UNIVERSITY
362191252	OLIVET NAZARENE UNIVERSITY
362192800	AMERICAN COLLEGE OF SURGEONS
362203931	HEALTH RESEARCH AND EDUCATIONAL TRUST
362216176	TRINITY INTERNATIONAL UNIVERSITY
362222687	RESPIRATORY HEALTH ASSOCIATION
362222695	AMERICAN MEDICAL STUDENT ASSOCIATION
362229255	JOINT COMMISSION ON ACCREDITATION OF HEALTHCARE ORGANIZATIONS
362234288	HEALTH AND WELFARE TRUST ESTATE FOR SHOPMENS UNION 473 OF IA OF BS
362235147	LEYDEN FAMILY SERVICE AND MENTAL HEALTH CENTER
362235160	INTERNATIONAL COLLEGE OF SURGEONS
362245908	SIDNEY HILLMAN HEALTH CENTRE
362246705	FAMILY SERVICE AND MENTAL HEALTH CENTER OF CICERO
362252360	ASSOCIATED COLLEGES OF ILLINOIS INC
362255350	AUXILIARY OF RUSH OAK PARK HOSPITAL
362261602	AMERICAN COLLEGE OF RADIOLOGY
